,open,high,low,close,volume,open_interest,expiry,RSI
2021-07-28 12:10:00,34300.0,34314.4,34282.75,34304.35,13300.0,1462900.0,,40.91253282627786
2021-07-28 12:15:00,34306.25,34331.45,34293.05,34308.45,27900.0,1459300.0,,41.54114612530569
2021-07-28 12:20:00,34308.45,34366.5,34293.9,34361.15,27375.0,1454400.0,,49.045031178812515
2021-07-28 12:25:00,34361.15,34368.6,34339.0,34341.65,20175.0,1445750.0,,46.65845704788272
2021-07-28 12:30:00,34341.6,34350.75,34305.0,34338.95,18825.0,1446700.0,,46.32234484106693
2021-07-28 12:35:00,34340.0,34358.95,34321.75,34344.7,22150.0,1445500.0,,47.19475307137545
2021-07-28 12:40:00,34347.0,34356.2,34284.85,34284.85,34150.0,1444700.0,,39.92170734330128
2021-07-28 12:45:00,34284.8,34340.0,34281.1,34325.0,19250.0,1432675.0,,45.940391762449124
2021-07-28 12:50:00,34325.0,34372.8,34324.45,34353.6,31875.0,1421350.0,,49.7984294132141
2021-07-28 12:55:00,34356.6,34356.95,34300.0,34300.0,19425.0,1418750.0,,43.52865070567771
2021-07-28 13:00:00,34295.05,34348.0,34295.05,34347.0,14725.0,1413725.0,,49.529243211740024
2021-07-28 13:05:00,34347.0,34385.55,34325.05,34359.05,24475.0,1409150.0,,50.96778137469422
2021-07-28 13:10:00,34359.05,34372.95,34337.45,34361.05,21700.0,1365925.0,,51.21631423190796
2021-07-28 13:15:00,34364.55,34432.5,34336.85,34420.0,71175.0,1340050.0,,57.977497079488174
2021-07-28 13:20:00,34420.0,34455.4,34394.75,34447.1,67000.0,1314875.0,,60.67572691188582
2021-07-28 13:25:00,34447.1,34479.85,34425.85,34453.15,51875.0,1302150.0,,61.27355378866365
2021-07-28 13:30:00,34459.1,34518.7,34427.4,34507.35,101500.0,1297225.0,,66.2270548706235
2021-07-28 13:35:00,34507.35,34550.0,34501.95,34510.25,77025.0,1269800.0,,66.47415204709218
2021-07-28 13:40:00,34513.65,34539.65,34490.35,34532.2,35150.0,1265775.0,,68.36102419879086
2021-07-28 13:45:00,34529.7,34581.4,34529.7,34564.95,70425.0,1238550.0,,70.98492750547713
2021-07-28 13:50:00,34572.9,34592.4,34545.25,34557.7,46875.0,1222625.0,,69.60866865893213
2021-07-28 13:55:00,34557.7,34565.0,34520.0,34550.7,23875.0,1217600.0,,68.23312630387491
2021-07-28 14:00:00,34547.55,34569.0,34510.0,34522.0,22650.0,1210100.0,,62.75737227929393
2021-07-28 14:05:00,34520.0,34524.4,34465.5,34466.75,75450.0,1216450.0,,53.80556142758437
2021-07-28 14:10:00,34463.85,34521.0,34460.0,34520.0,20100.0,1214975.0,,59.76281097091866
2021-07-28 14:15:00,34519.95,34542.0,34510.05,34510.3,28200.0,1209550.0,,58.288212954018846
2021-07-28 14:20:00,34516.55,34516.55,34350.0,34366.1,99250.0,1228800.0,,41.783018380593596
2021-07-28 14:25:00,34370.4,34408.9,34358.0,34386.35,35950.0,1223375.0,,44.17370771185879
2021-07-28 14:30:00,34385.65,34430.8,34375.0,34408.0,23875.0,1220850.0,,46.69408976683858
2021-07-28 14:35:00,34408.0,34434.7,34385.15,34399.55,23800.0,1215975.0,,45.8245110041628
2021-07-28 14:40:00,34396.95,34406.0,34369.0,34393.0,23800.0,1198975.0,,45.12303218710678
2021-07-28 14:45:00,34398.25,34440.0,34391.3,34440.0,27175.0,1183650.0,,50.927903252066066
2021-07-28 14:50:00,34439.4,34490.85,34439.4,34477.0,97000.0,1138100.0,,54.966467835760746
2021-07-28 14:55:00,34477.0,34504.35,34451.65,34504.35,57675.0,1106625.0,,57.7353829731496
2021-07-28 15:00:00,34501.85,34548.7,34501.85,34539.5,52900.0,1108425.0,,61.05000296025332
2021-07-28 15:05:00,34540.0,34565.7,34529.2,34556.95,37950.0,1100325.0,,62.61740718267058
2021-07-28 15:10:00,34556.95,34575.0,34525.1,34533.85,29275.0,1091750.0,,59.22003242121379
2021-07-28 15:15:00,34536.0,34565.0,34525.15,34563.3,30475.0,1086675.0,,62.04719180959151
2021-07-28 15:20:00,34565.0,34589.2,34564.7,34573.0,85500.0,1078550.0,,62.9580860468849
2021-07-28 15:25:00,34577.7,34583.2,34567.0,34570.0,63800.0,1059150.0,,62.45879720632528
2021-07-28 15:30:00,34571.0,34571.0,34571.0,34571.0,75.0,1059150.0,,62.56536778938081
